DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6008	P220	P5785	P5465	P6050	P605	P6160	P8586	P6210	P6210S1	P6945	FEX_P
23109	252	1	1		2	85	99	1	5	2	2	1		1	898.46149576
23109	252	1	2	2	1	45	99	3	6	2	2	1		1	898.46149576
23110	252	1	1		2	39	99	1	5	1	2	3	5	1	794.49095788
23110	252	1	2		2	16									794.49095788
23110	252	1	3	3	2	2									794.49095788
23111	252	1	1		1	44	99	1	3	1	2	4	3	1	1106.4317234
23111	252	1	2		2	32	6	2	3	1	2	4	2	1	1106.4317234
23111	252	1	3		1	13									1106.4317234
23111	252	1	4		2	7									1106.4317234
23111	252	1	5	5	1	1									1106.4317234
23112	252	1	1		2	60	7	1	4	1	2	3	6	1	590.421619
23112	252	1	2	2	2	20	7	4	6	1	2	5	2	1	590.421619
23113	252	1	1		1	36	7	1	3	1	2	3	6	1	1056.5625745
23113	252	1	2		2	35	99	2	3	1	2	5	2	1	1056.5625745
23113	252	1	3		2	10									1056.5625745
23113	252	1	4	4	1	4									1056.5625745
23114	252	1	1		2	41	6	1	4	1	2	5	2	99	756.52657134
23114	252	1	2		2	22	7	3	6	1	1	6	1	99	756.52657134
23114	252	1	3	3	1	5									756.52657134
23115	252	1	1		1	52	6	1	2	1	1	6	5	1	960.72516559
23115	252	1	2		2	53	6	2	2	1	2	4	4	1	960.72516559
23115	252	1	3		2	27	6	3	6	1	1	6	4	1	960.72516559
23115	252	1	4	4	1	15									960.72516559
23116	252	1	1	1	2	33	7	1	6	1	2	5	2	1	810.49870499
23117	252	1	1		1	61	99	1	3	1	2	3	3	1	779.05515599
23117	252	1	2		2	59	99	2	3	2	2	1		1	779.05515599
23117	252	1	3		1	19	6	3	6	1	2	4	5	1	779.05515599
23117	252	1	4	4	2	12									779.05515599
23118	252	1	1		1	34	7	1	2	1	2	3	6	1	1056.5625745
23118	252	1	2		2	30	6	2	2	1	2	4	5	1	1056.5625745
23118	252	1	3		1	9									1056.5625745
23118	252	1	4	4	2	5									1056.5625745
23119	252	1	1		2	48	6	1	3	1	2	3	6	1	699.09623878
23119	252	1	2	2	1	55	6	2	3	2	2	1		1	699.09623878
23120	252	1	1		1	41	99	1	2	1	2	3	4	1	1056.5625745
23120	252	1	2		2	46	7	2	2	1	2	5	2	1	1056.5625745
23120	252	1	3		2	17									1056.5625745
23120	252	1	4	4	1	9									1056.5625745
23121	252	1	1		1	73	6	1	3	1	2	3	3	1	582.86043529
23121	252	1	2	2	2	69	6	2	2	1	2	3	4	1	582.86043529
23122	252	1	1	1	2	74	99	1	5	2	2	1		1	694.2629015
23123	252	1	1		1	52	6	1	3	1	2	4	4	1	1064.5664481
23123	252	1	2		2	42	6	2	3	1	1	6	1	1	1064.5664481
23123	252	1	3	3	1	13									1064.5664481
23124	252	1	1		1	42	6	1	2	1	2	5	2	1	1014.6972992
23124	252	1	2	2	2	26	7	2	2	1	2	5	2	1	1014.6972992
23125	252	1	1		2	35	99	1	3	1	2	3	6	1	786.48708433
23125	252	1	2		2	16									786.48708433
23125	252	1	3		2	12									786.48708433
23125	252	1	4	4	2	10									786.48708433
23126	252	1	1		1	65	6	1	3	1	2	3	3	1	582.86043529
23126	252	1	2	2	2	55	6	2	3	1	2	3	6	1	582.86043529
23127	252	1	1	1	2	82	7	1	5	1	2	3	4	1	694.2629015
23128	252	1	1		1	49	99	1	3	2	2	1		1	902.85214318
23128	252	1	2		2	45	99	2	3	1	2	3	6	1	902.85214318
23128	252	1	3		2	23	99	3	4	1	2	3	5	1	902.85214318
23128	252	1	4	4	2	4									902.85214318
23129	252	1	1		1	33	99	1	1	1	2	3	6	4	1164.3047458
23129	252	1	2		2	35	7	2	1	1	2	5	1	1	1164.3047458
23129	252	1	3		1	15									1164.3047458
23129	252	1	4		1	12									1164.3047458
23129	252	1	5	5	1	5									1164.3047458
23130	252	1	1		1	36	6	1	2	1	2	3	3	1	1006.6934257
23130	252	1	2		2	30	99	2	2	1	2	3	3	1	1006.6934257
23130	252	1	3	3	2	12									1006.6934257
23131	252	1	1		2	23	6	1	6	1	2	6	1	1	860.36785385
23131	252	1	2	2	1	16									860.36785385
23132	252	1	1	1	2	58	99	1	5	1	2	3	4	1	694.2629015
23133	252	1	1		2	38	6	1	3	1	2	5	2	1	852.36398029
23133	252	1	2		2	16									852.36398029
23133	252	1	3	3	1	11									852.36398029
23134	252	1	1	1	1	26	6	1	6	1	2	3	6	1	1118.5385818
23135	252	1	1		1	63	6	1	3	1	2	3	3	1	322.00423228
23135	252	1	2		2	56	7	2	3	1	2	3	6	1	322.00423228
23135	252	1	3		2	26	7	3	1	1	2	5	2	1	322.00423228
23135	252	1	4		1	23	6	5	1	1	2	5	2	1	322.00423228
23135	252	1	5	5	2	0									322.00423228
23137	252	1	1		1	51	6	1	3	1	2	5	2	1	388.97594614
23137	252	1	2		2	48	7	2	3	1	2	5	2	1	388.97594614
23137	252	1	3	3	1	3									388.97594614
23138	252	1	1		1	91	7	1	3	1	2	4	5	1	259.19334903
23138	252	1	2	2	2	46	7	2	3	1	2	5	2	1	259.19334903
23139	252	1	1		1	59	6	1	3	1	2	7	1	1	321.8944783
23139	252	1	2		2	44	6	2	3	1	2	5	2	1	321.8944783
23139	252	1	3		2	23	6	3	6	1	1	6	2	1	321.8944783
23139	252	1	4		1	18	6	3	6	1	1	5	2	99	321.8944783
23139	252	1	5	5	2	9									321.8944783
23140	252	1	1		2	69	6	1	5	1	2	5	2	1	234.08502847
23140	252	1	2		1	50	6	3	6	1	2	7	7	1	234.08502847
23140	252	2	1		1	54	6	1	3	1	2	5	2	1	234.08502847
23140	252	2	2		2	47	6	2	3	1	2	5	2	1	234.08502847
23140	252	2	3		1	27	6	3	6	1	2	6	5	1	234.08502847
23140	252	2	4		1	25	6	3	6	1	1	6	1	1	234.08502847
23140	252	2	5		2	22	6	3	6	1	2	6	2	1	234.08502847
23140	252	2	6		2	20	6	3	6	1	1	6	1	1	234.08502847
23140	252	2	7	7	1	17									234.08502847
23141	252	1	1		1	32	6	1	2	1	2	3	6	1	434.5380087
23141	252	1	2		2	23	7	2	2	1	2	4	4	1	434.5380087
23141	252	1	3	3	2	6									434.5380087
23142	252	1	1	1	2	73	7	1	6	1	2	3	4	1	316.41347065
23143	252	1	1		1	31	7	1	2	1	1	6	1	1	451.67707541
23143	252	1	2		2	21	6	2	2	1	2	4	5	1	451.67707541
23143	252	1	3		1	3									451.67707541
23143	252	1	4		2	1									451.67707541
23143	252	1	5		1	25	7	5	1	1	2	5	2	1	451.67707541
23143	252	1	6	6	2	21	6	5	1	1	1	6	4	1	451.67707541
23144	252	1	1	1	2	75	6	1	4	1	2	6	2	2	316.41347065
23145	252	1	1		2	51	6	1	2	1	2	3	4	1	467.5587286
23145	252	1	2		1	52	6	2	2	1	2	4	4	1	467.5587286
23145	252	1	3		2	18	6	3	6	1	1	4	5	1	467.5587286
23145	252	1	4		1	14									467.5587286
23145	252	1	5		1	10									467.5587286
23145	252	1	6		2	31	6	3	6	1	2	6	2	1	467.5587286
23145	252	1	7		1	9									467.5587286
23145	252	1	8	8	1	5									467.5587286
23146	252	1	1		2	60	6	1	4	1	2	3	4	1	220.64845802
23146	252	1	2		2	85	99	5	5	1	2	3	3	1	220.64845802
23146	252	1	3	3	1	55	6	5	6	1	2	3	5	1	220.64845802
23147	252	1	1		1	28	6	1	3	1	2	5	2	1	329.62584903
23147	252	1	2		2	29	6	2	3	1	2	6	5	1	329.62584903
23147	252	1	3	3	1	53	7	5	3	1	2	3	5	1	329.62584903
23148	252	1	1		2	46	6	1	6	1	2	3	5	1	242.2784744
23148	252	1	2		2	28	6	3	6	1	2	5	2	1	242.2784744
23148	252	1	3	3	1	20	6	3	6	1	2	5	2	1	242.2784744
23149	252	1	1		2	50	6	1	6	1	2	5	2	1	316.67401959
23149	252	1	2		1	10									316.67401959
23149	252	1	3		2	46	7	5	4	1	2	6	5	1	316.67401959
23149	252	1	4	4	1	22	6	5	6	1	1	6	1	1	316.67401959
23150	252	1	1		1	40	6	1	3	1	2	6	2	1	569.54106452
23150	252	1	2		2	40	7	2	3	1	2	3	6	1	569.54106452
23150	252	1	3		1	21	6	3	6	1	1	6	1	99	569.54106452
23150	252	1	4		2	17									569.54106452
23150	252	1	5	5	2	17									569.54106452
23151	252	1	1		1	81	6	1	3	1	2	3	6	1	276.0718668
23151	252	1	2	2	2	74	7	2	3	1	2	3	2	1	276.0718668
23152	252	1	1		1	31	6	1	1	1	2	5	2	1	314.58040095
23152	252	1	2	2	2	23	6	2	1	1	2	5	2	1	314.58040095
23153	252	1	1		2	34	1	1	6	1	2	5	4	1	448.32604326
23153	252	1	2		1	13									448.32604326
23153	252	1	3	3	1	7									448.32604326
23154	252	1	2		2	45	7	3	4	1	2	4	3	1	306.84903023
23154	252	1	3		2	22	6	4	6	1	1	6	3	1	306.84903023
23154	252	1	1		1	67	6	1	4	1	2	3	4	1	306.84903023
23154	252	1	4	4	2	13									306.84903023
23155	252	1	1	1	1	62	6	1	5	1	2	4	5	1	331.49527559
23156	252	1	1		2	53	6	1	4	1	2	4	3	1	549.26149428
23156	252	1	2	2	2	20	6	3	6	1	1	6	2	1	549.26149428
23157	252	1	1		1	37	6	1	2	1	2	5	2	1	871.67505776
23157	252	1	2		2	37	6	2	3	1	2	6	3	1	871.67505776
23157	252	1	3		2	17									871.67505776
23157	252	1	4	4	1	6									871.67505776
23158	252	1	1		1	70	6	1	3	1	2	5	2	1	511.05597325
23158	252	1	2		2	59	6	2	3	1	2	5	2	1	511.05597325
23158	252	1	3		2	28	6	3	6	1	2	5	2	1	511.05597325
23158	252	1	4	4	2	14									511.05597325
23159	252	1	1		1	57	5	1	3	1	1	3	6	1	641.28927665
23159	252	1	2		2	53	6	2	3	1	2	3	6	1	641.28927665
23159	252	1	3		2	24	6	3	6	1	1	6	4	1	641.28927665
23159	252	1	4		2	27	6	3	3	1	2	6	2	1	641.28927665
23159	252	1	5		1	27	7	5	3	1	1	6	2	1	641.28927665
23159	252	1	6	6	1	6									641.28927665
23160	252	1	1		1	37	6	1	3	1	2	5	2	1	871.67505776
23160	252	1	2		2	45	6	2	3	1	2	5	2	1	871.67505776
23160	252	1	3		1	10									871.67505776
23160	252	1	4	4	2	5									871.67505776
23161	252	1	1		2	81	7	1	5	1	2	3	4	1	480.8625923
23161	252	1	2		2	55	7	3	5	1	2	3	6	1	480.8625923
23161	252	1	3	3	1	33	6	3	6	1	2	5	2	1	480.8625923
23162	252	1	1		1	30	5	1	3	1	2	5	2	1	759.18546499
23162	252	1	2		2	35	7	2	3	1	2	5	2	1	759.18546499
23162	252	1	3		2	9									759.18546499
23162	252	1	4	4	2	3									759.18546499
23163	252	1	1		1	30	6	1	2	1	2	6	3	1	871.67505776
23163	252	1	2		2	33	6	2	2	1	2	6	4	1	871.67505776
23163	252	1	3		2	8									871.67505776
23163	252	1	4	4	1	0									871.67505776
23164	252	1	1		1	47	7	1	3	1	2	4	4	5	828.56808568
23164	252	1	2		2	45	6	2	3	1	2	4	3	5	828.56808568
23164	252	1	3		2	21	7	3	2	1	2	6	2	1	828.56808568
23164	252	1	4		1	23	6	5	2	1	2	5	2	5	828.56808568
23164	252	1	5		1	5									828.56808568
23164	252	1	6	6	2	5									828.56808568
23165	252	1	1		1	74	6	1	5	1	2	3	5	1	691.51251901
23165	252	1	2		2	53	7	3	6	1	2	5	2	5	691.51251901
23165	252	1	3	3	1	49	7	3	6	1	2	4	3	1	691.51251901
23166	252	1	1		1	57	7	1	3	1	2	3	2	1	587.55486424
23166	252	1	2		2	51	7	2	3	1	2	3	6	2	587.55486424
23166	252	1	3		1	31	6	3	6	1	2	5	2	1	587.55486424
23166	252	1	4		1	27	7	3	6	1	2	3	6	1	587.55486424
23166	252	1	5	5	2	86	7	5	5	2	2	1		1	587.55486424
23167	252	1	1		1	54	6	1	4	1	2	5	2	1	937.97845738
23167	252	1	2	2	1	17									937.97845738
23168	252	1	1		1	60	6	1	3	1	2	5	2	1	699.83779504
23168	252	1	2		2	58	6	2	3	1	2	5	2	1	699.83779504
23168	252	1	3		2	34	6	3	4	1	2	7	7	1	699.83779504
23168	252	1	4		2	12									699.83779504
23168	252	1	5		2	27	6	3	4	1	2	6	5	1	699.83779504
23168	252	1	6		1	4									699.83779504
23168	252	1	7	7	1	16									699.83779504
23169	252	1	1		1	71	7	1	3	1	2	3	3	1	693.95312915
23169	252	1	2		2	66	7	2	3	1	2	3	4	1	693.95312915
23169	252	1	3		1	25	6	3	6	1	1	6	4	1	693.95312915
23169	252	1	4		2	29	6	3	2	1	1	6	1	1	693.95312915
23169	252	1	5		1	30	6	5	2	1	2	5	2	1	693.95312915
23169	252	1	6		1	2									693.95312915
23169	252	1	7		2	48	6	3	5	1	2	4	2	1	693.95312915
23169	252	1	8		2	13									693.95312915
23169	252	1	9	9	2	7									693.95312915
23170	252	1	1		1	21	6	1	6	1	2	6	2	1	901.9877556
23170	252	1	2		1	20	6	9	6	1	2	6	2	1	901.9877556
23170	252	1	3	3	1	21	6	5	4	1	2	6	1	4	901.9877556
23171	252	1	1		2	38	6	1	4	1	2	3	6	1	930.86218709
23171	252	1	2		1	14									930.86218709
23171	252	1	3	3	1	9									930.86218709
23172	252	1	1		2	37	6	1	2	1	2	3	5	2	871.67505776
23172	252	1	2		1	20	5	3	6	1	1	6	0	1	871.67505776
23172	252	1	3		2	15									871.67505776
23172	252	1	4	4	1	13									871.67505776
23173	252	1	1		1	28	6	1	6	1	1	5	2	1	991.28092082
23173	252	1	2	2	1	22	6	5	6	1	1	5	2	1	991.28092082
23173	252	2	1		1	16									991.28092082
23174	252	1	1		1	57	6	1	2	1	2	5	2	1	683.96429975
23174	252	1	2		2	61	6	2	2	1	2	3	6	1	683.96429975
23174	252	1	3		1	25	6	3	6	1	2	3	3	1	683.96429975
23174	252	1	4	4	1	39	6	3	4	1	2	3	3	1	683.96429975
23175	252	1	1		1	49	6	1	3	1	2	4	2	1	655.86642114
23175	252	1	2		2	48	7	2	3	1	2	3	6	1	655.86642114
23175	252	1	3		1	21	6	3	6	1	1	6	3	1	655.86642114
23175	252	1	4	4	2	19	6	3	6	1	1	5	1	1	655.86642114
23176	252	1	1	1	2	85	7	1	5	2	2	1		1	584.82024708
23177	252	1	1		2	61	6	1	4	1	2	3	6	1	684.30890366
23177	252	1	2		2	40	99	3	6	2	2	1		1	684.30890366
23177	252	1	3		1	35	6	3	6	1	2	4	2	1	684.30890366
23177	252	1	4	4	1	15									684.30890366
23178	252	1	1	1	1	22	6	1	6	1	1	6	5	1	795.38282873
23179	252	1	1		1	41	7	1	4	1	2	6	5	1	668.2287464
23179	252	1	2		2	12									668.2287464
23179	252	1	3	3	2	83	7	5	5	1	2	3	6	1	668.2287464
23180	252	1	1		2	32	7	1	4	1	2	6	3	1	675.77696567
23180	252	1	2	2	2	8									675.77696567
23181	252	1	1		1	32	5	1	2	1	1	7	7	1	729.0794291
23181	252	1	2		2	26	6	2	2	1	1	7	6	1	729.0794291
23181	252	1	3	3	2	2									729.0794291
23182	252	1	1		1	32	6	1	3	1	1	6	5	1	698.97339322
23182	252	1	2	2	2	29	6	2	3	1	2	7	10	1	698.97339322
23183	252	1	1		1	61	7	1	3	1	2	6	3	1	577.35937288
23183	252	1	2	2	2	55	7	2	3	1	1	5	2	1	577.35937288
23184	252	1	1		2	61	6	1	3	1	2	4	4	1	630.66183631
23184	252	1	2		1	59	7	2	3	1	2	6	1	1	630.66183631
23184	252	1	3	3	1	31	6	3	6	1	2	6	5	1	630.66183631
23185	252	1	1		1	45	6	1	3	1	2	6	5	1	602.56395771
23185	252	1	2		2	43	6	2	3	1	2	6	5	1	602.56395771
23185	252	1	3	3	2	21	6	3	6	1	1	6	2	1	602.56395771
23186	252	1	1		1	41	7	1	3	1	2	3	4	1	789.29150087
23186	252	1	2		2	37	6	2	3	1	2	3	3	5	789.29150087
23186	252	1	3		2	17									789.29150087
23186	252	1	4		2	14									789.29150087
23186	252	1	5	5	2	9									789.29150087
23187	252	1	1	1	1	49	5	1	2	1	2	3	2	1	795.38282873
23188	252	1	1		1	59	6	1	2	1	2	6	1	1	683.96429975
23188	252	1	2		2	57	6	2	2	1	2	4	2	1	683.96429975
23188	252	1	3		1	25	6	3	6	1	1	6	3	1	683.96429975
23188	252	1	4	4	1	22	6	3	6	1	2	5	2	1	683.96429975
23189	252	1	1		1	40	6	1	3	1	2	3	6	1	759.18546499
23189	252	1	2		2	36	6	2	3	1	2	5	2	1	759.18546499
23189	252	1	3		2	13									759.18546499
23189	252	1	4	4	2	9									759.18546499
23190	252	1	1		2	51	7	1	6	1	2	5	2	1	752.27585666
23190	252	1	2		1	21	6	5	6	1	1	6	2	1	752.27585666
23190	252	1	3	3	1	22	7	5	6	1	1	6	4	1	752.27585666
23191	252	1	1		1	29	6	1	2	1	2	5	2	1	729.0794291
23191	252	1	2		2	28	6	2	3	1	2	6	1	1	729.0794291
23191	252	1	3	3	2	3									729.0794291
23192	252	1	1		1	43	6	1	3	1	2	5	2	1	698.97339322
23192	252	1	2	2	2	43	6	2	3	1	2	6	5	1	698.97339322
23193	252	1	1		1	55	6	1	3	1	2	3	6	1	750.06103741
23193	252	1	2		2	55	6	2	3	1	2	5	2	1	750.06103741
23193	252	1	3		1	17									750.06103741
23193	252	1	4	4	2	6									750.06103741
23194	252	1	1		1	52	6	1	3	1	2	3	6	1	602.56395771
23194	252	1	2		2	52	6	2	3	1	2	3	6	1	602.56395771
23194	252	1	3	3	2	21	7	3	6	1	1	6	3	1	602.56395771
23195	252	1	1		1	58	7	1	3	1	2	4	2	1	607.46540876
23195	252	1	2		2	69	5	2	3	2	2	1		1	607.46540876
23195	252	1	3	3	2	11									607.46540876
23196	252	1	1		1	40	6	1	2	1	2	3	6	1	933.94140816
23196	252	1	2		2	49	6	2	2	1	2	3	6	1	933.94140816
23196	252	1	3		2	19	6	3	6	1	2	5	2	1	933.94140816
23196	252	1	4		1	17									933.94140816
23196	252	1	5		1	15									933.94140816
23196	252	1	6		2	21	6	3	6	1	2	5	2	1	933.94140816
23196	252	1	7	7	1	2									933.94140816
23197	252	1	1		2	50	1	1	4	1	2	3	5	1	745.15958636
23197	252	1	2		2	25	6	3	6	1	2	4	2	1	745.15958636
23197	252	1	3		1	27	6	3	4	1	2	3	4	1	745.15958636
23197	252	1	4	4	1	9									745.15958636
23198	252	1	1		1	28	6	1	2	1	2	3	6	4	984.16465053
23198	252	1	2		2	27	7	2	2	1	2	3	6	4	984.16465053
23198	252	1	3		1	7									984.16465053
23198	252	1	4	4	1	2									984.16465053
23199	252	1	1		1	43	6	1	2	1	2	3	4	1	1180.0627426
23199	252	1	2		2	40	6	2	2	1	2	3	4	1	1180.0627426
23199	252	1	3		1	19	6	3	6	1	2	5	2	1	1180.0627426
23199	252	1	4		1	16									1180.0627426
23199	252	1	5		1	12									1180.0627426
23199	252	1	6	6	1	9									1180.0627426
23200	252	1	1		1	25	99	1	2	1	2	3	6	1	871.67505776
23200	252	1	2		2	24	7	2	2	1	2	5	2	1	871.67505776
23200	252	1	3		2	5									871.67505776
23200	252	1	4	4	1	1									871.67505776
23201	252	1	1		1	36	6	1	2	1	2	3	6	1	1014.2706864
23201	252	1	2		2	27	6	2	2	1	2	4	3	1	1014.2706864
23201	252	1	3		1	10									1014.2706864
23201	252	1	4		1	8									1014.2706864
23201	252	1	5	5	2	5									1014.2706864
23202	252	1	1		1	78	6	1	2	1	2	3	2	1	723.0342226
23202	252	1	2		2	61	6	2	2	1	2	3	2	1	723.0342226
23202	252	1	3		1	34	6	3	2	1	2	3	4	1	723.0342226
23202	252	1	4		2	29	6	5	2	1	2	5	2	1	723.0342226
23202	252	1	5		2	29	6	3	4	1	2	5	2	1	723.0342226
23202	252	1	6		1	3									723.0342226
23202	252	1	7	7	1	0									723.0342226
23203	252	1	1		1	51	7	1	4	1	2	3	6	1	848.68529217
23203	252	1	2	2	1	20	5	3	6	1	2	4	4	4	848.68529217
23204	252	1	1		1	80	1	1	3	1	2	3	4	1	577.35937288
23204	252	1	2	2	2	70	6	2	3	1	2	3	4	1	577.35937288
23205	252	1	1		2	48	6	1	4	1	2	4	3	1	947.96728678
23205	252	1	2		2	21	6	3	2	1	2	6	3	1	947.96728678
23205	252	1	3		1	20	6	5	2	1	2	5	1	1	947.96728678
23205	252	1	4		2	0									947.96728678
23205	252	1	5		2	15									947.96728678
23205	252	1	6		1	17									947.96728678
23205	252	1	7	7	1	0									947.96728678
23206	252	1	1	1	2	50	6	1	6	1	2	5	2	1	645.67092979
23207	252	1	1		2	46	6	1	4	1	2	4	3	1	549.26149428
23207	252	1	2	2	2	25	6	3	6	1	2	5	2	1	549.26149428
23208	252	1	1	1	1	19	7	1	6	1	2	5	2	1	795.38282873
23209	252	1	1		2	74	7	1	5	1	2	3	6	1	601.92534677
23209	252	1	2		1	27	6	3	2	1	2	3	6	1	601.92534677
23209	252	1	3		2	20	6	5	2	1	2	3	6	1	601.92534677
23209	252	1	4		2	4									601.92534677
23209	252	1	5	5	2	3									601.92534677
23210	252	1	1		2	71	6	1	2	1	2	3	3	1	444.75257362
23210	252	1	2		1	71	6	2	2	1	2	1		1	444.75257362
23210	252	1	3		2	42	6	3	4	1	2	5	1	1	444.75257362
23210	252	1	4		2	17									444.75257362
23210	252	1	5		2	24	7	3	4	1	2	3	6	1	444.75257362
23210	252	1	6	6	2	6									444.75257362
23211	252	1	1		2	27	6	1	4	1	2	5	2	1	675.77696567
23211	252	1	2	2	2	7									675.77696567
23212	252	1	1		1	48	6	1	4	1	2	5	2	1	937.97845738
23212	252	1	2	2	1	16									937.97845738
23213	252	1	1	1	2	23	6	1	2	1	2	5	1	1	645.67092979
23214	252	1	1		1	41	6	1	3	1	2	3	2	1	841.56902187
23214	252	1	2		2	26	6	2	3	1	2	5	2	1	841.56902187
23214	252	1	3	3	1	2									841.56902187
23215	252	1	1		2	54	6	1	3	1	2	7	8	1	675.77696567
23215	252	1	2	2	2	16									675.77696567
23216	252	1	1		1	38	6	1	3	1	2	3	6	1	427.45057124
23216	252	1	2		2	35	6	2	3	1	2	3	4	1	427.45057124
23216	252	1	3		2	10									427.45057124
23216	252	1	4	4	2	1									427.45057124
23217	252	1	1		1	53	6	1	3	1	2	3	6	1	433.65654902
23217	252	1	2		2	45	6	2	3	1	2	3	6	1	433.65654902
23217	252	1	3		2	16									433.65654902
23217	252	1	4	4	1	14									433.65654902
23218	252	1	1		1	48	7	1	3	1	2	4	2	1	526.10361629
23218	252	1	2		2	54	7	2	3	1	2	6	2	1	526.10361629
23218	252	1	3		1	20	7	3	6	1	2	5	2	1	526.10361629
23218	252	1	4	4	2	17									526.10361629
23219	252	1	1		1	22	6	1	1	1	2	6	2	1	486.70595864
23219	252	1	2	2	2	25	6	2	1	1	2	6	2	1	486.70595864
23220	252	1	1		2	35	6	1	4	1	2	5	2	1	364.63119766
23220	252	1	2		2	12									364.63119766
23220	252	1	3	3	1	9									364.63119766
23221	252	1	1		1	58	6	1	6	1	2	3	6	1	631.87133315
23221	252	1	2		1	53	6	5	6	1	2	3	6	1	631.87133315
23221	252	1	3		1	51	6	5	6	1	1	3	6	1	631.87133315
23221	252	1	4	4	1	49	6	5	6	1	2	6	5	1	631.87133315
23222	252	1	2		2	43	6	2	3	1	2	3	6	1	463.28424272
23222	252	1	3	3	1	10									463.28424272
23222	252	1	1		1	51	6	1	3	1	2	3	6	1	463.28424272
23223	252	1	1		2	35	6	1	2	1	2	3	6	1	380.60713939
23223	252	1	2		1	43	6	2	2	1	2	3	3	1	380.60713939
23223	252	1	3		1	13									380.60713939
23223	252	1	4		2	9									380.60713939
23223	252	1	5		1	7									380.60713939
23223	252	1	6	6	2	5									380.60713939
23224	252	1	1		1	35	6	1	2	1	2	5	2	1	457.07826494
23224	252	1	2		2	26	6	2	2	1	2	5	2	1	457.07826494
23224	252	1	3	3	2	5									457.07826494
23225	252	1	1		1	33	6	1	2	1	2	3	6	1	463.28424272
23225	252	1	2		2	27	6	2	2	1	2	5	2	1	463.28424272
23225	252	1	3	3	1	6									463.28424272
23226	252	1	1		2	85	6	1	3	1	2	3	4	1	425.46753811
23226	252	1	2	2	1	66	6	2	3	2	2	1		1	425.46753811
23227	252	1	1		1	42	6	1	2	1	2	1		1	387.4853762
23227	252	1	2		2	31	6	2	2	1	2	3	6	1	387.4853762
23227	252	1	3		1	15									387.4853762
23227	252	1	4		2	11									387.4853762
23227	252	1	5		1	11									387.4853762
23227	252	1	6		1	6									387.4853762
23227	252	1	7	7	2	67	6	5	6	1	2	1		1	387.4853762
23228	252	1	1	1	2	50	6	1	5	1	1	1		1	417.68060729
23229	252	1	1		1	37	6	1	2	1	2	3	3	1	433.65654902
23229	252	1	2		2	42	6	2	2	1	2	3	6	1	433.65654902
23229	252	1	3		2	17									433.65654902
23229	252	1	4	4	1	11									433.65654902
23230	252	1	1	1	1	20	6	1	6	1	2	4	5	1	504.62607741
23231	252	1	1		1	28	6	1	2	1	2	4	3	5	457.07826494
23231	252	1	2		2	36	6	2	2	1	2	6	3	5	457.07826494
23231	252	1	3	3	2	6									457.07826494
23232	252	1	1		2	74	6	1	4	1	2	3	6	1	505.29833644
23232	252	1	2	2	1	49	6	3	2	1	2	4	5	1	505.29833644
23233	252	1	1		1	50	6	1	3	1	2	3	6	1	537.81119123
23233	252	1	2		2	50	6	2	3	1	2	4	3	1	537.81119123
23233	252	1	3		2	22	6	3	6	1	2	5	2	1	537.81119123
23233	252	1	4	4	1	19	6	3	6	1	2	5	2	1	537.81119123
23234	252	1	1		1	52	6	1	2	1	2	5	2	1	433.65654902
23234	252	1	2		2	36	6	2	2	1	2	5	2	1	433.65654902
23234	252	1	3		1	11									433.65654902
23234	252	1	4	4	2	7									433.65654902
23235	252	1	1		1	62	7	1	3	1	2	3	2	1	388.95504155
23235	252	1	2		2	51	7	2	3	2	2	1		1	388.95504155
23235	252	1	3	3	2	18	7	3	6	1	1	4	5	1	388.95504155
23236	252	1	1		1	49	6	1	3	1	2	5	2	1	439.86252679
23236	252	1	2		2	44	6	2	3	1	2	5	2	1	439.86252679
23236	252	1	3		1	15									439.86252679
23236	252	1	4	4	1	13									439.86252679
23237	252	1	1		1	55	6	1	2	1	2	5	2	1	377.24746662
23237	252	1	2		2	52	6	2	2	1	2	5	2	1	377.24746662
23237	252	1	3	3	2	6									377.24746662
23238	252	1	1	1	2	43	6	1	6	1	2	6	2	1	417.68060729
23239	252	1	1	1	1	65	6	1	6	1	2	3	5	1	424.79527909
23240	252	1	1		2	76	7	1	5	1	1	3	6	1	505.29833644
23240	252	1	2	2	1	30	7	3	6	1	2	5	2	1	505.29833644
23241	252	1	1		2	83	6	1	5	1	2	3	6	1	425.46753811
23241	252	1	2	2	1	75	6	5	5	1	2	3	3	1	425.46753811
23242	252	1	1		2	41	6	1	4	1	2	3	6	1	486.70595864
23242	252	1	2	2	1	20	6	3	6	1	1	5	2	1	486.70595864
23243	252	1	1		1	91	6	1	5	1	2	3	6	1	425.46753811
23243	252	1	2	2	2	72	6	9	6	2	2	1		1	425.46753811
23244	252	1	1		2	64	6	1	4	1	2	4	5	1	388.72517262
23244	252	1	2		2	43	6	3	4	1	2	6	2	1	388.72517262
23244	252	1	3	3	2	11									388.72517262
23245	252	1	1	1	1	48	6	1	3	1	2	6	5	1	504.62607741
23246	252	1	1		1	80	7	1	3	1	2	3	2	1	522.17640613
23246	252	1	2		2	77	7	2	3	1	2	3	2	1	522.17640613
23246	252	1	3		2	50	7	3	5	1	2	5	2	1	522.17640613
23246	252	1	4		1	30	7	4	6	1	2	5	2	1	522.17640613
23246	252	1	5		1	22	7	4	6	1	1	5	2	1	522.17640613
