DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6008	P220	P5785	P5465	P6050	P605	P6160	P8586	P6210	P6210S1	P6945	FEX_P
29917	252	1	5	5	1	3									573.36656371
29918	252	1	1		2	68	6	1	6	1	2	3	2	1	365.18305343
29918	252	1	2		1	15									365.18305343
29918	252	1	3		1	11									365.18305343
29918	252	1	4	4	2	96	7	5	5	1	2	3	1	1	365.18305343
29919	252	1	1		1	58	6	1	3	1	2	7	3	99	390.52521708
29919	252	1	2		2	36	6	2	3	1	2	6	5	1	390.52521708
29919	252	1	3		2	13									390.52521708
29919	252	1	4	4	2	8									390.52521708
29920	252	1	1		2	41	7	1	2	1	2	5	2	1	801.120032
29920	252	1	2		1	45	6	2	2	1	2	5	2	1	801.120032
29920	252	1	3		2	17									801.120032
29920	252	1	4		1	14									801.120032
29920	252	1	5		1	9									801.120032
29920	252	1	6	6	2	1									801.120032
29921	252	1	1		2	39	7	1	2	1	2	3	5	1	640.11790011
29921	252	1	2		1	43	6	2	2	1	2	4	2	1	640.11790011
29921	252	1	3	3	1	9									640.11790011
29922	252	1	1		1	61	7	1	3	1	2	4	2	1	364.45887365
29922	252	1	2		2	46	7	2	3	1	2	6	5	1	364.45887365
29922	252	1	3	3	2	17									364.45887365
29923	252	1	5		2	8									368.21138952
29923	252	1	6	6	2	0									368.21138952
29923	252	1	1		1	64	6	1	3	1	2	3	6	5	368.21138952
29923	252	1	2		2	62	6	2	3	1	2	3	3	4	368.21138952
29923	252	1	3		1	30	6	3	2	1	2	5	2	2	368.21138952
29923	252	1	4		2	41	6	9	2	1	2	5	2	3	368.21138952
29924	252	1	1		1	63	6	1	3	1	2	3	3	1	418.45176231
29924	252	1	2		2	62	99	2	3	1	2	3	6	1	418.45176231
29924	252	1	3		1	14									418.45176231
29924	252	1	4	4	2	10									418.45176231
29925	252	1	1		2	51	6	1	2	1	2	6	1	1	505.89104754
29925	252	1	2		1	64	6	2	2	1	2	3	6	1	505.89104754
29925	252	1	3		1	31	6	3	6	1	2	4	2	1	505.89104754
29925	252	1	4		1	10									505.89104754
29925	252	1	5		2	27	6	3	6	1	2	5	2	1	505.89104754
29925	252	1	6	6	2	10									505.89104754
29926	252	1	1	1	2	63	99	1	4	1	2	5	2	1	323.06494478
29927	252	1	1		2	23	6	1	3	1	2	5	2	10	531.24845506
29927	252	1	2	2	1	21	6	2	3	1	2	5	2	10	531.24845506
29928	252	1	1		2	49	7	1	2	1	2	3	5	2	249.34286311
29928	252	1	2		1	61	6	2	2	1	2	3	5	2	249.34286311
29928	252	1	3	3	2	21	6	3	6	1	2	6	1	1	249.34286311
29929	252	1	1	1	2	50	6	1	3	1	2	6	1	1	377.94150117
29930	252	1	1	1	2	30	7	1	6	1	2	5	2	1	377.94150117
29931	252	1	1	1	1	52	6	1	2	1	2	4	3	1	651.99268011
29932	252	1	6		2	11									634.3304506
29932	252	1	7	7	1	9									634.3304506
29932	252	1	1		1	61	7	1	2	1	2	3	4	1	634.3304506
29932	252	1	2		2	33	6	2	2	1	2	5	2	1	634.3304506
29932	252	1	3		1	16									634.3304506
29932	252	1	4		2	14									634.3304506
29932	252	1	5		2	13									634.3304506
29933	252	1	1	1	1	52	7	1	3	1	1	6	6	1	651.99268011
29934	252	1	1		1	52	7	1	3	1	2	4	4	1	531.24845506
29934	252	1	2	2	2	50	7	2	3	1	2	4	3	1	531.24845506
29935	252	1	1	1	1	40	6	1	6	1	2	3	6	1	651.99268011
29936	252	1	1	1	1	83	99	1	5	2	2	1		1	459.13675528
29937	252	1	1	1	2	30	7	1	6	1	2	7	0	2	377.94150117
29938	252	1	1		2	56	7	1	3	1	2	5	2	1	476.37189866
29938	252	1	2	2	1	21	7	4	6	1	2	5	2	1	476.37189866
29939	252	1	1	1	2	58	7	1	4	1	2	7	6	1	323.06494478
29940	252	1	1	1	1	45	6	1	4	1	2	6	5	1	651.99268011
29941	252	1	1		2	65	6	1	6	1	2	3	6	1	249.34286311
29941	252	1	2		2	64	7	5	6	1	2	3	6	1	249.34286311
29941	252	1	3	3	2	60	7	5	6	1	2	5	1	1	249.34286311
29942	252	1	1		2	62	6	1	2	1	2	5	2	1	283.51597384
29942	252	1	2	2	1	62	6	2	2	1	2	6	5	1	283.51597384
29943	252	1	1		2	77	6	1	5	1	2	3	6	1	260.94979199
29943	252	1	2		2	54	4	3	4	1	2	4	4	1	260.94979199
29943	252	1	3		1	32	6	3	6	1	2	4	2	1	260.94979199
29943	252	1	4		2	21	6	4	6	1	1	5	4	1	260.94979199
29943	252	1	5	5	2	5									260.94979199
29944	252	1	1	1	1	63	6	1	4	1	2	3	6	1	459.13675528
29945	252	1	1		2	51	5	1	2	1	2	4	2	1	684.55540895
29945	252	1	2		1	24	6	3	6	1	2	6	5	1	684.55540895
29945	252	1	3	3	1	19	6	3	6	1	1	6	1	1	684.55540895
29946	252	1	1		2	39	7	1	4	1	2	5	2	1	582.6320304
29946	252	1	2		1	15									582.6320304
29946	252	1	3		2	11									582.6320304
29946	252	1	4	4	1	2									582.6320304
29947	252	1	1		1	25	6	1	2	1	2	5	2	5	333.25478364
29947	252	1	2		2	27	6	2	2	1	2	6	2	5	333.25478364
29947	252	1	3	3	2	68	1	5	4	1	2	3	5	1	333.25478364
29948	252	1	1		2	57	5	1	6	1	2	3	6	1	265.67970247
29948	252	1	2	2	1	55	5	5	6	1	2	5	2	1	265.67970247
29949	252	1	1		2	33	6	1	2	1	2	5	2	1	433.53196916
29949	252	1	2		1	36	6	2	2	1	2	4	5	1	433.53196916
29949	252	1	3		2	7									433.53196916
29949	252	1	4		2	5									433.53196916
29949	252	1	5	5	2	39	6	5	6	1	2	4	5	1	433.53196916
29950	252	1	2		2	37	6	2	3	1	2	5	2	1	641.48934861
29950	252	1	3	3	1	18	6	3	6	1	2	6	2	1	641.48934861
29950	252	1	1		1	34	7	1	3	1	2	5	2	1	641.48934861
29951	252	1	1		2	63	6	1	4	1	2	3	6	1	233.65645607
29951	252	1	2		2	20	6	3	6	1	1	5	2	1	233.65645607
29951	252	1	3	3	2	49	6	3	4	1	2	5	2	1	233.65645607
29952	252	1	1		1	26	5	1	2	1	2	5	2	1	522.25357126
29952	252	1	2		2	23	5	2	2	1	2	5	2	1	522.25357126
29952	252	1	3	3	2	4									522.25357126
29953	252	1	1	1	1	58	1	1	6	1	2	3	6	1	430.25200622
29954	252	1	1		1	60	6	1	3	1	2	6	5	1	449.63845566
29954	252	1	2		2	45	6	2	3	1	2	6	4	1	449.63845566
29954	252	1	3		1	22	6	3	6	1	1	6	2	1	449.63845566
29954	252	1	4		2	20	6	3	6	1	1	5	2	1	449.63845566
29954	252	1	5	5	1	1									449.63845566
29955	252	1	1		1	40	6	1	2	1	2	4	3	1	486.69936158
29955	252	1	2		2	44	6	2	2	1	2	5	2	1	486.69936158
29955	252	1	3		2	18	6	3	6	1	1	6	0	1	486.69936158
29955	252	1	4	4	1	4									486.69936158
29956	252	1	1		1	24	1	1	2	1	2	3	6	1	599.84744756
29956	252	1	2		2	21	1	2	2	1	2	3	4	1	599.84744756
29956	252	1	3	3	1	1									599.84744756
29957	252	1	1		2	71	6	1	5	1	2	3	5	1	233.65645607
29957	252	1	2	2	2	48	6	3	6	1	2	5	2	1	233.65645607
29958	252	1	1		2	56	6	1	6	1	2	3	6	1	548.42322981
29958	252	1	2		1	48	6	5	4	1	2	4	3	1	548.42322981
29958	252	1	3	3	1	13									548.42322981
29959	252	1	1		2	35	6	1	6	1	1	6	5	1	476.91704487
29959	252	1	2		2	57	1	5	4	2	2	1		1	476.91704487
29959	252	1	4	4	1	29	6	9	6	1	2	5	2	1	476.91704487
29959	252	1	3		1	25	6	5	6	1	1	6	0	1	476.91704487
29960	252	1	1		2	52	6	1	6	1	2	6	2	1	641.48934861
29960	252	1	2		1	51	6	5	6	1	1	5	2	1	641.48934861
29960	252	1	3	3	1	49	6	5	4	1	1	5	2	1	641.48934861
29961	252	1	1		1	26	6	1	3	1	2	3	6	1	624.27393145
29961	252	1	2		2	28	6	2	3	1	2	5	2	1	624.27393145
29961	252	1	3		2	10									624.27393145
29961	252	1	4	4	1	5									624.27393145
29962	252	1	3	3	1	21	6	3	6	1	1	6	4	1	460.76618146
29962	252	1	1		1	67	6	1	3	1	2	4	4	1	460.76618146
29962	252	1	2		2	50	6	2	3	1	2	4	5	1	460.76618146
29963	252	1	1		1	37	7	1	3	1	2	4	4	1	546.68005515
29963	252	1	2		2	30	6	2	3	1	1	6	4	1	546.68005515
29963	252	1	3		2	10									546.68005515
29963	252	1	4	4	2	8									546.68005515
29964	252	1	1		1	33	5	1	2	1	2	4	5	1	384.67900139
29964	252	1	2		2	36	5	2	2	1	2	5	2	1	384.67900139
29964	252	1	3	3	2	20	5	3	6	1	1	6	1	1	384.67900139
29965	252	1	1		1	56	6	1	3	1	2	6	2	1	233.65645607
29965	252	1	2		2	62	5	2	3	1	2	4	2	1	233.65645607
29965	252	1	3	3	2	30	7	3	6	1	2	6	3	1	233.65645607
29966	252	1	1		2	66	7	1	5	1	2	3	6	1	233.65645607
29966	252	1	2	2	2	18	7	4	6	1	1	6	3	1	233.65645607
29967	252	1	1		1	50	6	1	3	1	2	5	2	1	522.25357126
29967	252	1	2		2	50	6	2	3	1	2	5	2	1	522.25357126
29967	252	1	3	3	2	17									522.25357126
29968	252	1	1	1	1	55	1	1	4	1	2	6	3	4	430.25200622
29969	252	1	1		2	34	6	1	6	1	2	4	2	1	343.03710035
29969	252	1	2		2	26	6	9	6	1	2	4	3	1	343.03710035
29969	252	1	3	3	1	6									343.03710035
29970	252	1	1		1	38	7	1	2	1	2	5	2	1	599.84744756
29970	252	1	2		2	48	7	2	2	1	2	5	2	1	599.84744756
29970	252	1	3	3	1	10									599.84744756
29971	252	1	1		1	68	5	1	4	1	2	3	6	1	443.5507643
29971	252	1	2		2	40	5	3	4	1	2	5	2	1	443.5507643
29971	252	1	3		2	15									443.5507643
29971	252	1	4	4	1	11									443.5507643
29972	252	1	1		2	61	6	1	5	1	2	5	2	1	233.65645607
29972	252	1	2		2	48	6	5	4	1	2	4	5	1	233.65645607
29972	252	1	3	3	2	12									233.65645607
29973	252	1	1		1	27	5	1	2	1	2	3	6	1	599.84744756
29973	252	1	2		2	20	5	2	2	1	2	5	2	1	599.84744756
29973	252	1	3	3	1	0									599.84744756
29974	252	1	1	1	2	52	6	1	5	1	2	6	5	1	354.16482615
29975	252	1	1		1	52	6	1	2	1	2	4	2	1	497.82708738
29975	252	1	2	2	2	53	6	2	2	1	1	3	4	1	497.82708738
29976	252	1	1	1	1	24	7	1	4	1	2	5	2	99	610.97517337
29977	252	1	1		1	41	7	1	2	1	1	6	1	1	690.74008195
29977	252	1	2		2	45	7	2	2	1	2	6	3	1	690.74008195
29977	252	1	3		1	15									690.74008195
29977	252	1	4		1	3									690.74008195
29977	252	1	5		2	26	7	3	4	1	2	6	2	1	690.74008195
29977	252	1	6	6	1	6									690.74008195
29978	252	1	1		1	56	5	1	3	1	2	5	2	1	419.12428041
29978	252	1	2		2	50	5	2	3	1	1	6	5	1	419.12428041
29978	252	1	3	3	1	14									419.12428041
29979	252	1	1		2	45	6	1	4	1	2	4	2	1	409.10548528
29979	252	1	2		1	18	6	3	6	1	1	5	2	1	409.10548528
29979	252	1	3		2	20	6	3	4	1	2	5	2	1	409.10548528
29979	252	1	4	4	2	0									409.10548528
29980	252	1	1		2	41	6	1	4	1	2	3	4	1	343.03710035
29980	252	1	2		2	18	6	3	6	1	1	5	2	1	343.03710035
29980	252	1	3	3	1	16									343.03710035
29981	252	1	1		2	65	6	1	5	1	2	3	3	5	446.40286962
29981	252	1	2	2	1	44	6	3	6	1	2	4	2	99	446.40286962
29982	252	1	3	3	2	17									470.82935351
29982	252	1	1		2	57	5	1	4	1	2	3	6	1	470.82935351
29982	252	1	2		1	39	5	2	6	1	2	3	3	1	470.82935351
29983	252	1	1		1	41	7	1	2	1	2	5	2	1	486.69936158
29983	252	1	2		2	41	6	2	2	1	2	6	5	1	486.69936158
29983	252	1	3		2	20	99	3	6	1	1	6	2	1	486.69936158
29983	252	1	4	4	1	17									486.69936158
29984	252	1	1		1	37	7	1	3	1	1	5	2	1	624.27393145
29984	252	1	2		2	35	7	2	3	1	2	6	5	1	624.27393145
29984	252	1	3		2	16									624.27393145
29984	252	1	4	4	1	10									624.27393145
29985	252	2	1		1	53	6	1	3	1	2	3	4	1	233.65645607
29985	252	2	2		2	51	6	2	3	1	2	5	2	1	233.65645607
29985	252	2	3	3	2	23	5	3	6	1	1	6	5	1	233.65645607
29985	252	1	1		1	75	1	1	3	1	2	3	6	1	233.65645607
29985	252	1	2		2	74	6	2	3	2	2	1		1	233.65645607
29986	252	1	1		1	40	6	1	2	1	1	6	3	1	690.34231638
29986	252	1	2		2	27	7	2	2	1	1	6	1	1	690.34231638
29986	252	1	3		2	8									690.34231638
29986	252	1	4	4	2	3									690.34231638
29986	252	2	1		1	43	6	1	4	1	2	6	3	99	690.34231638
29987	252	1	1		2	44	5	1	4	1	2	3	6	1	522.25357126
29987	252	1	2		1	22	5	3	6	1	2	5	2	1	522.25357126
29987	252	1	3	3	2	12									522.25357126
29988	252	1	1		1	54	6	1	3	1	2	3	6	1	641.48934861
29988	252	1	2		2	52	6	2	3	1	2	3	6	1	641.48934861
29988	252	1	3	3	1	24	6	3	6	1	2	6	2	1	641.48934861
29989	252	1	1	1	1	79	6	1	5	1	2	3	5	1	430.25200622
29990	252	1	1		1	46	5	1	2	1	2	3	6	1	577.19423039
29990	252	1	2		2	46	5	2	2	1	2	3	2	1	577.19423039
29990	252	1	3		1	19	5	3	6	1	2	4	5	1	577.19423039
29990	252	1	4		2	20	5	3	6	1	1	6	1	1	577.19423039
29990	252	1	5		2	4									577.19423039
29990	252	1	6	6	2	1									577.19423039
29991	252	1	1	1	1	55	6	1	4	1	2	3	4	1	430.25200622
29992	252	1	1		1	30	5	1	2	1	2	4	3	1	624.27393145
29992	252	1	2		2	31	5	2	2	1	2	4	2	1	624.27393145
29992	252	1	3		1	9									624.27393145
29992	252	1	4	4	2	2									624.27393145
29993	252	1	1	1	1	70	5	1	5	1	2	3	5	1	430.25200622
29994	252	1	1		1	38	5	1	2	1	2	3	6	1	384.67900139
29994	252	1	2		2	32	5	2	2	1	2	3	6	1	384.67900139
29994	252	1	3	3	2	50	5	9	6	1	2	3	5	1	384.67900139
29995	252	1	1		1	45	5	1	2	1	2	3	6	1	546.68005515
29995	252	1	2		2	44	5	2	2	1	2	3	6	1	546.68005515
29995	252	1	3		2	16									546.68005515
29995	252	1	4	4	2	14									546.68005515
29996	252	1	1		1	30	5	1	3	1	2	3	6	1	497.82708738
29996	252	1	2	2	2	28	5	2	3	1	2	4	3	1	497.82708738
29997	252	1	1	1	2	55	6	1	4	1	2	5	1	1	302.74060839
29998	252	1	1		1	24	6	1	2	1	2	4	4	1	624.27393145
29998	252	1	2		2	22	6	2	2	1	2	4	2	1	624.27393145
29998	252	1	3		1	4									624.27393145
29998	252	1	4	4	2	0									624.27393145
29999	252	1	1		1	62	6	1	2	2	2	1		1	265.67970247
29999	252	1	2	2	2	66	6	2	2	1	2	3	3	1	265.67970247
30000	252	1	1		1	66	6	1	5	1	2	4	2	1	573.91426745
30000	252	1	2	2	1	20	6	4	6	1	1	5	1	1	573.91426745
30001	252	1	2		2	50	6	2	2	1	2	3	6	1	347.61809548
30001	252	1	3		1	33	6	3	6	1	2	5	2	1	347.61809548
30001	252	1	4	4	2	23	6	3	6	1	2	6	4	1	347.61809548
30001	252	1	1		1	58	6	1	2	1	2	5	2	1	347.61809548
30002	252	1	1		2	40	7	1	4	1	2	4	2	1	582.6320304
30002	252	1	2		1	17									582.6320304
30002	252	1	3		1	10									582.6320304
30002	252	1	4	4	2	1									582.6320304
30003	252	1	1		2	43	6	1	5	1	2	4	5	1	558.20554652
30003	252	1	2		1	17									558.20554652
30003	252	1	3	3	1	3									558.20554652
30004	252	1	1		2	90	5	1	5	1	2	3	3	1	233.65645607
30004	252	1	2		2	60	5	3	4	1	2	5	1	1	233.65645607
30004	252	1	3		2	31	5	4	6	1	2	5	2	1	233.65645607
30004	252	1	4	4	1	17									233.65645607
30005	252	1	1		2	26	5	1	6	1	2	5	2	1	811.09923465
30005	252	1	2		2	17									811.09923465
30005	252	1	3		1	16									811.09923465
30005	252	1	4		1	14									811.09923465
30005	252	1	5		2	11									811.09923465
30005	252	1	6		1	9									811.09923465
30005	252	1	7	7	1	7									811.09923465
30006	252	1	1		2	75	6	1	5	1	2	3	6	1	333.25478364
30006	252	1	2		2	53	6	3	4	1	2	4	2	1	333.25478364
30006	252	1	3	3	1	23	6	4	6	1	1	6	1	1	333.25478364
30007	252	1	1		1	54	1	1	2	1	2	5	2	1	767.93619268
30007	252	1	2		2	45	6	2	2	1	2	3	6	1	767.93619268
30007	252	1	3		1	25	99	3	6	1	2	3	4	99	767.93619268
30007	252	1	4		1	14									767.93619268
30007	252	1	5	5	2	11									767.93619268
30008	252	1	1		1	49	6	1	3	1	2	3	6	1	599.84744756
30008	252	1	2		2	40	6	2	3	1	2	3	3	1	599.84744756
30008	252	1	3	3	1	17									599.84744756
30009	252	1	1	1	2	66	6	1	6	1	1	3	6	1	302.74060839
30010	252	1	1		2	40	6	1	4	1	2	4	5	1	624.27393145
30010	252	1	2		1	19	6	3	6	1	1	5	1	1	624.27393145
30010	252	1	3		2	17									624.27393145
30010	252	1	4	4	1	0									624.27393145
30011	252	1	1		2	88	6	1	5	1	2	3	4	1	654.84640115
30011	252	1	2		1	61	6	3	6	1	2	3	6	1	654.84640115
30011	252	1	3		1	53	6	3	6	1	2	3	4	1	654.84640115
30011	252	1	4		2	59	6	3	4	1	2	4	3	1	654.84640115
30011	252	1	5		2	56	6	3	6	1	2	3	6	1	654.84640115
30011	252	1	6		1	24	6	4	6	1	2	4	2	1	654.84640115
30011	252	1	7		1	21	6	4	4	1	2	5	2	1	654.84640115
30011	252	1	8		1	51	6	5	6	1	2	3	6	1	654.84640115
30011	252	1	9	9	1	29	6	4	6	1	2	4	5	1	654.84640115
30035	252	1	1		1	49	6	1	2	1	2	3	6	1	868.4242274
30035	252	1	2		2	30	6	2	2	1	2	5	2	1	868.4242274
30035	252	1	3		2	15									868.4242274
30035	252	1	4	4	2	5									868.4242274
30040	252	1	1		2	34	6	1	4	1	1	3	6	1	424.4277592
30040	252	1	2		2	19	6	3	6	1	1	4	4	4	424.4277592
30040	252	1	3		1	17									424.4277592
30040	252	1	4		2	15									424.4277592
30040	252	1	5		1	66	6	5	5	1	2	3	3	1	424.4277592
30040	252	1	6	6	2	17									424.4277592
30041	252	1	1		1	55	6	1	2	1	2	6	2	1	339.13839051
30041	252	1	2		2	44	6	2	2	1	2	3	5	1	339.13839051
30041	252	1	3		2	24	6	3	6	1	2	6	2	1	339.13839051
30041	252	1	4		1	14									339.13839051
30041	252	1	5	5	2	13									339.13839051
30042	252	1	1		2	42	6	1	3	1	2	6	5	1	292.56085623
30042	252	1	2		2	21	7	3	6	1	1	6	2	1	292.56085623
30042	252	1	3	3	1	11									292.56085623
30043	252	1	1		1	65	6	1	3	1	2	7	2	1	199.80797909
30043	252	1	2		2	60	6	2	3	1	2	6	5	1	199.80797909
30043	252	1	3	3	2	23	6	5	6	1	1	6	3	1	199.80797909
30044	252	1	1		1	78	7	1	3	1	2	3	3	1	318.18693237
30044	252	1	2		2	76	7	2	3	1	2	3	6	10	318.18693237
30044	252	1	3	3	1	54	6	3	6	1	2	3	4	10	318.18693237
30046	252	1	1		1	75	6	1	3	1	2	6	5	1	276.0718668
30046	252	1	2	2	2	67	6	2	3	1	2	6	3	1	276.0718668
30047	252	1	1		1	42	6	1	2	1	2	3	6	1	197.78426789
30047	252	1	2		2	39	6	2	2	1	2	3	6	1	197.78426789
30047	252	1	3		2	21	6	3	6	1	2	4	3	1	197.78426789
30047	252	1	4		2	19	6	3	6	1	2	4	3	1	197.78426789
30047	252	1	5		2	18	6	3	6	1	1	4	5	1	197.78426789
30047	252	1	6	6	2	10									197.78426789
30049	252	1	1		1	70	6	1	3	1	2	5	2	1	276.0718668
30049	252	1	2	2	2	71	99	2	3	1	2	5	2	1	276.0718668
30050	252	1	1		1	60	1	1	3	1	2	3	4	1	314.92630672
30050	252	1	2		2	43	6	2	3	1	2	3	6	1	314.92630672
30050	252	1	3		2	21	6	3	6	1	2	6	3	1	314.92630672
30050	252	1	4		1	18	6	3	6	1	2	5	2	1	314.92630672
30050	252	1	5	5	2	12									314.92630672
30051	252	1	2		2	5									406.82559743
30051	252	1	3	3	1	1									406.82559743
30051	252	1	1		2	26	6	1	2	1	2	6	3	1	406.82559743
30052	252	1	1	1	2	56	6	1	6	1	2	3	6	1	256.26225185
30053	252	1	1		2	25	99	1	6	1	2	3	3	1	320.4679483
30053	252	1	2	2	2	6									320.4679483
30054	252	1	1		2	38	99	1	5	1	2	3	6	1	346.29742425
30054	252	1	2		2	16									346.29742425
30054	252	1	3		2	19	6	3	1	1	2	4	3	1	346.29742425
30054	252	1	4	4	1	28	6	5	1	1	2	4	5	1	346.29742425
30055	252	1	4		2	22	1	3	4	1	2	6	2	1	397.40625958
30055	252	1	5	5	2	1									397.40625958
30055	252	1	1		2	41	6	1	4	1	2	4	3	1	397.40625958
30055	252	1	2		1	13									397.40625958
30055	252	1	3		1	11									397.40625958
30056	252	1	1		1	59	6	1	3	1	2	3	6	1	268.42043127
30056	252	1	2	2	2	50	6	2	3	1	2	5	2	1	268.42043127
30057	252	1	1		1	45	1	1	2	1	2	3	6	1	442.07441122
30057	252	1	2		2	52	6	2	2	1	2	5	2	1	442.07441122
30057	252	1	3	3	2	16									442.07441122
30058	252	1	3	3	1	12									472.50684705
30058	252	1	1		2	44	1	1	6	1	2	5	2	1	472.50684705
30058	252	1	2		1	14									472.50684705
30059	252	1	1		1	35	1	1	3	1	2	5	2	1	282.09172779
30059	252	1	2		2	27	6	2	3	1	2	5	2	1	282.09172779
30059	252	1	3	3	2	71	1	5	6	1	2	3	4	1	282.09172779
30060	252	1	1		1	38	99	1	3	1	2	3	6	1	528.43206035
30060	252	1	2		2	33	6	2	3	1	2	3	6	1	528.43206035
30060	252	1	3		1	12									528.43206035
30060	252	1	4	4	2	11									528.43206035
30061	252	1	1		1	52	6	1	3	1	2	3	6	1	1015.5113217
30061	252	1	2		2	49	6	2	3	1	2	3	6	1	1015.5113217
30061	252	1	3	3	1	11									1015.5113217
30062	252	1	1		1	53	6	1	3	1	2	5	2	1	906.66294575
30062	252	1	2		2	45	6	2	3	1	2	4	4	1	906.66294575
30062	252	1	3		1	17									906.66294575
30062	252	1	4		2	9									906.66294575
30062	252	1	5		2	22	6	3	6	1	2	5	2	1	906.66294575
30062	252	1	6	6	2	2									906.66294575
30063	252	1	1		1	28	6	1	2	1	2	5	2	1	1015.5113217
30063	252	1	2		2	23	6	2	2	1	2	5	2	1	1015.5113217
30063	252	1	3	3	1	2									1015.5113217
30064	252	1	1		1	31	6	1	1	1	2	6	5	1	842.79602345
30064	252	1	2	2	2	24	7	2	1	1	1	6	2	1	842.79602345
30065	252	1	2		2	17									813.65119486
30065	252	1	3	3	1	4									813.65119486
30065	252	1	1		2	39	7	1	2	1	2	6	3	1	813.65119486
30066	252	1	1		2	66	6	1	4	1	2	3	6	1	606.50922632
30066	252	1	2		1	37	6	3	6	1	2	5	2	1	606.50922632
30066	252	1	3		1	32	6	3	6	1	2	5	2	1	606.50922632
30066	252	1	4		2	7									606.50922632
30066	252	1	5	5	1	8									606.50922632
30067	252	1	1		1	57	1	1	3	1	2	6	1	3	224.89113432
30067	252	1	2	2	2	67	1	2	3	1	2	3	6	3	224.89113432
30068	252	1	1	1	2	30	6	1	6	1	2	6	1	1	599.5830976
30069	252	1	1		1	38	1	1	3	1	2	5	2	1	594.11330997
30069	252	1	2		2	35	7	2	3	1	2	5	1	1	594.11330997
30069	252	1	3		1	15									594.11330997
30069	252	1	4	4	1	5									594.11330997
30070	252	1	1		2	42	6	1	6	1	2	5	2	1	224.69096133
30070	252	1	2		2	22	6	3	6	1	2	5	2	1	224.69096133
30070	252	1	3	3	2	17									224.69096133
30071	252	1	1		2	70	6	1	3	1	2	3	3	1	245.56753383
30071	252	1	2		1	81	99	2	3	1	2	3	4	1	245.56753383
30071	252	1	3	3	2	13									245.56753383
30072	252	1	1		1	24	99	1	2	1	2	4	5	1	389.12577642
30072	252	1	2		2	18	99	2	2	1	2	3	5	1	389.12577642
30072	252	1	3		2	2									389.12577642
30072	252	1	4		1	1									389.12577642
30072	252	1	5	5	2	55	99	5	4	1	2	4	5	1	389.12577642
30073	252	1	1		2	66	7	1	4	1	2	3	6	1	475.48342555
30073	252	1	2		1	45	6	3	6	1	2	6	2	1	475.48342555
30073	252	1	3		2	18	99	4	6	1	2	5	2	1	475.48342555
30073	252	1	4		1	12									475.48342555
30073	252	1	5		1	9									475.48342555
30073	252	1	6	6	2	1									475.48342555
30074	252	1	1		2	31	6	1	6	1	2	6	5	1	320.4679483
30074	252	1	2	2	2	8									320.4679483
30075	252	1	1	1	2	55	7	1	5	1	2	6	1	1	256.26225185
30076	252	1	1		2	70	6	1	6	1	2	3	6	1	377.86871477
30076	252	1	2	2	1	41	6	3	6	1	2	5	2	1	377.86871477
30078	252	1	1		2	43	6	1	4	1	2	5	3	1	406.82559743
30078	252	1	2		1	16									406.82559743
30078	252	1	3	3	2	14									406.82559743
30079	252	1	1	1	2	71	6	1	3	1	2	4	3	1	256.26225185
30080	252	1	1		2	31	6	1	4	1	2	4	5	1	813.65119486
30080	252	1	2		1	13									813.65119486
30080	252	1	3	3	2	12									813.65119486
30081	252	1	1		2	35	6	1	6	1	2	5	2	1	406.82559743
30081	252	1	2		2	5									406.82559743
30081	252	1	3	3	1	1									406.82559743
30082	252	1	3	3	1	14									507.75566085
30082	252	1	1		1	43	99	1	3	1	2	3	6	1	507.75566085
30082	252	1	2		2	44	6	2	3	1	2	4	5	1	507.75566085
30083	252	1	1		2	42	6	1	6	1	2	6	5	1	320.4679483
30083	252	1	2	2	2	0									320.4679483
30084	252	1	1		1	31	1	1	2	1	2	6	5	4	594.11330997
30084	252	1	2		2	35	6	2	2	1	2	6	5	1	594.11330997
30084	252	1	3		1	10									594.11330997
30084	252	1	4	4	1	5									594.11330997
30085	252	1	4		2	5									802.56791169
30085	252	1	1		1	69	6	1	3	1	2	5	2	4	802.56791169
30085	252	1	2		2	53	6	2	3	1	2	5	2	1	802.56791169
30085	252	1	3		2	24	6	3	6	1	1	6	1	1	802.56791169
30085	252	1	5		1	22	6	3	6	1	2	5	2	1	802.56791169
30085	252	1	6	6	1	13									802.56791169
30086	252	1	1		1	44	6	1	6	1	1	4	4	1	807.99173309
30086	252	1	2		1	16									807.99173309
30086	252	1	3		2	40	7	5	4	1	2	5	2	1	807.99173309
30086	252	1	4		2	12									807.99173309
30086	252	1	5	5	2	67	6	5	5	1	2	3	6	1	807.99173309
30087	252	1	1		1	39	6	1	1	1	2	3	6	1	702.22516011
30087	252	1	2	2	2	51	7	2	1	1	2	3	6	1	702.22516011
30088	252	1	1		1	46	6	1	3	1	2	6	1	5	759.37127276
30088	252	1	2		2	51	6	2	3	1	2	4	4	2	759.37127276
30088	252	1	3		2	13									759.37127276
30088	252	1	4	4	2	13									759.37127276
30089	252	1	1		1	43	7	1	3	1	2	6	5	1	602.56395771
30089	252	1	2		2	49	7	2	3	1	2	6	3	1	602.56395771
30089	252	1	3	3	2	18	6	3	6	1	1	6	3	1	602.56395771
30090	252	1	1		2	33	7	1	2	1	2	6	2	1	729.0794291
30090	252	1	2		1	35	6	2	2	1	2	5	2	1	729.0794291
30090	252	1	3	3	2	10									729.0794291
